date,x,y,z,w
1553703076,-0.8152528281206977,0.5791042288587755,0.0006854825206025005,-0.0008052780891563298
1553703077,-0.8151822887118174,0.5792036946850057,0.0005639463636575011,-0.000773432803000955
1553703078,-0.81499762562677,0.579463568480412,0.000518102568511633,-0.0007580213732753104
1553703079,-0.814716124387241,0.5798592597791046,0.0005724956115741836,-0.0007401085307749951
1553703080,-0.8147450879107676,0.5798178395875171,0.0008516168433853426,-0.0009946708459043362
1553703081,-0.8150297190334149,0.5794183979541262,0.0005088941412083492,-0.0007862768847346627
1553703082,-0.8150868678296197,0.5793376516917111,0.0007454578415826098,-0.0008529458600772581
1553703083,-0.815439685413519,0.5788412912646481,0.0005049462440132375,-0.0007899424451094434
1553703084,-0.815584332422923,0.578637360518772,0.0006606070243046895,-0.0007518753107561212
1553703085,-0.8155561501294841,0.5786771115077167,0.0006434143267663101,-0.0007433848693548036
1553703086,-0.8154923614847438,0.5787670322500575,0.0005375523571482025,-0.0008011104543299586
1553703087,-0.8153488588121965,0.5789691194676302,0.0006343016365686679,-0.0007712314566407029
1553703088,-0.8152245417671444,0.5791443603194982,0.0005062391187103364,-0.0007072005537988675
1553703089,-0.8153580420353055,0.5789561341935113,0.0006090580000164967,-0.0008288645309640101
1553703090,-0.8154652446783396,0.5788054048939051,0.0005209279402751962,-0.0006830969032233132
1553703091,-0.8153922795054854,0.5789081443382628,0.0004917609172578769,-0.0007410215097012401
1553703092,-0.8152579572607659,0.5790970271256916,0.0006352871077484938,-0.0008322905021502334
1553703093,-0.8154666717254637,0.5788025527604679,0.0008273598189876616,-0.0010137547488898579
1553703094,-0.8154548504882108,0.5788198114203448,0.0005899041531997787,-0.000815313225821222
1553703095,-0.8155317884146618,0.5787114958306379,0.0006064537162592716,-0.0007340930043510509
1553703096,-0.8153366575711289,0.5789862496722532,0.0006304628503675418,-0.000812420945911294
1553703097,-0.8152875001943206,0.5790554409979023,0.0007177740519827005,-0.0007570191746370506
1553703098,-0.8152728065707511,0.5790763765477069,0.0005393840265220797,-0.0007141817002592505
1553703099,-0.8151209487415894,0.5792899069339116,0.0005434376487854623,-0.0008644782433894042
1553703100,-0.8150816199028131,0.5793452862794856,0.0006425657733503375,-0.0007610989252824196
1553703101,-0.8153253234943951,0.5790022393652824,0.0006082030371087617,-0.0008085590973152192
1553703102,-0.8153132143696479,0.5790191764714209,0.0005814287434724836,-0.0009042639031666628
